key,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,Attend.,Arena,Notes
1097,Fri Mar 24 2023,7:00p,Indiana Pacers,,Boston Celtics,,,TD Garden,
1098,Fri Mar 24 2023,7:00p,San Antonio Spurs,,Washington Wizards,,,Capital One Arena,
1099,Fri Mar 24 2023,7:30p,Detroit Pistons,,Toronto Raptors,,,Scotiabank Arena,
1100,Fri Mar 24 2023,8:00p,Houston Rockets,,Memphis Grizzlies,,,FedEx Forum,
1101,Fri Mar 24 2023,8:30p,Charlotte Hornets,,Dallas Mavericks,,,American Airlines Center,
1102,Fri Mar 24 2023,9:00p,Milwaukee Bucks,,Utah Jazz,,,Vivint Arena,
1103,Fri Mar 24 2023,10:00p,Philadelphia 76ers,,Golden State Warriors,,,Chase Center,
1104,Fri Mar 24 2023,10:00p,Chicago Bulls,,Portland Trail Blazers,,,Moda Center,
1105,Fri Mar 24 2023,10:00p,Phoenix Suns,,Sacramento Kings,,,Golden 1 Center,
1106,Fri Mar 24 2023,10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,Crypto.com Arena,
1107,Sat Mar 25 2023,5:00p,Indiana Pacers,,Atlanta Hawks,,,State Farm Arena,
1108,Sat Mar 25 2023,8:00p,Brooklyn Nets,,Miami Heat,,,FTX Arena,
1109,Sat Mar 25 2023,9:00p,Milwaukee Bucks,,Denver Nuggets,,,Ball Arena,
1110,Sat Mar 25 2023,10:00p,Philadelphia 76ers,,Phoenix Suns,,,Footprint Center,
1111,Sat Mar 25 2023,10:00p,Utah Jazz,,Sacramento Kings,,,Golden 1 Center,
1112,Sat Mar 25 2023,10:30p,New Orleans Pelicans,,Los Angeles Clippers,,,Crypto.com Arena,
1113,Sun Mar 26 2023,1:00p,Dallas Mavericks,,Charlotte Hornets,,,Spectrum Center,
1114,Sun Mar 26 2023,3:30p,Chicago Bulls,,Los Angeles Lakers,,,Crypto.com Arena,
1115,Sun Mar 26 2023,6:00p,Memphis Grizzlies,,Atlanta Hawks,,,State Farm Arena,
1116,Sun Mar 26 2023,6:00p,San Antonio Spurs,,Boston Celtics,,,TD Garden,
1117,Sun Mar 26 2023,6:00p,Houston Rockets,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
1118,Sun Mar 26 2023,6:00p,Brooklyn Nets,,Orlando Magic,,,Amway Center,
1119,Sun Mar 26 2023,6:00p,Washington Wizards,,Toronto Raptors,,,Scotiabank Arena,
1120,Sun Mar 26 2023,7:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,Moda Center,
1121,Sun Mar 26 2023,8:30p,Minnesota Timberwolves,,Golden State Warriors,,,Chase Center,
1122,Mon Mar 27 2023,7:00p,Milwaukee Bucks,,Detroit Pistons,,,Little Caesars Arena,
1123,Mon Mar 27 2023,7:00p,Dallas Mavericks,,Indiana Pacers,,,Gainbridge Fieldhouse,
1124,Mon Mar 27 2023,7:30p,Houston Rockets,,New York Knicks,,,Madison Square Garden (IV),
1125,Mon Mar 27 2023,9:00p,Phoenix Suns,,Utah Jazz,,,Vivint Arena,
1126,Mon Mar 27 2023,9:30p,Philadelphia 76ers,,Denver Nuggets,,,Ball Arena,
1127,Mon Mar 27 2023,10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,Moda Center,
1128,Mon Mar 27 2023,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,Golden 1 Center,
1129,Mon Mar 27 2023,10:30p,Chicago Bulls,,Los Angeles Clippers,,,Crypto.com Arena,
1130,Tue Mar 28 2023,7:00p,Boston Celtics,,Washington Wizards,,,Capital One Arena,
1131,Tue Mar 28 2023,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,State Farm Arena,
1132,Tue Mar 28 2023,7:30p,Miami Heat,,Toronto Raptors,,,Scotiabank Arena,
1133,Tue Mar 28 2023,8:00p,Orlando Magic,,Memphis Grizzlies,,,FedEx Forum,
1134,Tue Mar 28 2023,8:00p,Charlotte Hornets,,Oklahoma City Thunder,,,Paycom Center,
1135,Tue Mar 28 2023,10:00p,New Orleans Pelicans,,Golden State Warriors,,,Chase Center,
1136,Wed Mar 29 2023,7:00p,Milwaukee Bucks,,Indiana Pacers,,,Gainbridge Fieldhouse,
1137,Wed Mar 29 2023,7:30p,Houston Rockets,,Brooklyn Nets,,,Barclays Center,
1138,Wed Mar 29 2023,7:30p,Miami Heat,,New York Knicks,,,Madison Square Garden (IV),
1139,Wed Mar 29 2023,7:30p,Dallas Mavericks,,Philadelphia 76ers,,,Wells Fargo Center,
1140,Wed Mar 29 2023,8:00p,Los Angeles Lakers,,Chicago Bulls,,,United Center,
1141,Wed Mar 29 2023,8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,FedEx Forum,
1142,Wed Mar 29 2023,8:00p,Detroit Pistons,,Oklahoma City Thunder,,,Paycom Center,
1143,Wed Mar 29 2023,8:00p,Utah Jazz,,San Antonio Spurs,,,AT&T Center,
1144,Wed Mar 29 2023,10:00p,Minnesota Timberwolves,,Phoenix Suns,,,Footprint Center,
1145,Wed Mar 29 2023,10:00p,Sacramento Kings,,Portland Trail Blazers,,,Moda Center,
1146,Thu Mar 30 2023,7:30p,Boston Celtics,,Milwaukee Bucks,,,Fiserv Forum,
1147,Thu Mar 30 2023,10:00p,New Orleans Pelicans,,Denver Nuggets,,,Ball Arena,
1148,Fri Mar 31 2023,7:00p,Chicago Bulls,,Charlotte Hornets,,,Spectrum Center,
1149,Fri Mar 31 2023,7:00p,Oklahoma City Thunder,,Indiana Pacers,,,Gainbridge Fieldhouse,
1150,Fri Mar 31 2023,7:00p,Toronto Raptors,,Philadelphia 76ers,,,Wells Fargo Center,
1151,Fri Mar 31 2023,7:00p,Orlando Magic,,Washington Wizards,,,Capital One Arena,
1152,Fri Mar 31 2023,7:30p,Utah Jazz,,Boston Celtics,,,TD Garden,
1153,Fri Mar 31 2023,7:30p,Atlanta Hawks,,Brooklyn Nets,,,Barclays Center,
1154,Fri Mar 31 2023,7:30p,New York Knicks,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
1155,Fri Mar 31 2023,8:00p,Detroit Pistons,,Houston Rockets,,,Toyota Center,
1156,Fri Mar 31 2023,8:00p,Los Angeles Clippers,,Memphis Grizzlies,,,FedEx Forum,
1157,Fri Mar 31 2023,8:00p,Los Angeles Lakers,,Minnesota Timberwolves,,,Target Center,
1158,Fri Mar 31 2023,10:00p,San Antonio Spurs,,Golden State Warriors,,,Chase Center,
1159,Fri Mar 31 2023,10:00p,Sacramento Kings,,Portland Trail Blazers,,,Moda Center,
1160,Fri Mar 31 2023,10:30p,Denver Nuggets,,Phoenix Suns,,,Footprint Center,
1161,Sat Apr 1 2023,7:30p,Dallas Mavericks,,Miami Heat,,,FTX Arena,
1162,Sat Apr 1 2023,8:30p,Los Angeles Clippers,,New Orleans Pelicans,,,Smoothie King Center,
1163,Sun Apr 2 2023,1:00p,Toronto Raptors,,Charlotte Hornets,,,Spectrum Center,
1164,Sun Apr 2 2023,3:30p,Utah Jazz,,Brooklyn Nets,,,Barclays Center,
1165,Sun Apr 2 2023,3:30p,Memphis Grizzlies,,Chicago Bulls,,,United Center,
1166,Sun Apr 2 2023,3:30p,Portland Trail Blazers,,Minnesota Timberwolves,,,Target Center,
1167,Sun Apr 2 2023,6:00p,Dallas Mavericks,,Atlanta Hawks,,,State Farm Arena,
1168,Sun Apr 2 2023,6:00p,San Antonio Spurs,,Sacramento Kings,,,Golden 1 Center,
1169,Sun Apr 2 2023,6:00p,Detroit Pistons,,Orlando Magic,,,Amway Center,
1170,Sun Apr 2 2023,6:00p,Washington Wizards,,New York Knicks,,,Madison Square Garden (IV),
1171,Sun Apr 2 2023,7:00p,Los Angeles Lakers,,Houston Rockets,,,Toyota Center,
1172,Sun Apr 2 2023,7:00p,Phoenix Suns,,Oklahoma City Thunder,,,Paycom Center,
1173,Sun Apr 2 2023,8:00p,Philadelphia 76ers,,Milwaukee Bucks,,,Fiserv Forum,
1174,Sun Apr 2 2023,8:00p,Indiana Pacers,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
1175,Sun Apr 2 2023,8:30p,Golden State Warriors,,Denver Nuggets,,,Ball Arena,
1176,Tue Apr 4 2023,7:00p,Toronto Raptors,,Charlotte Hornets,,,Spectrum Center,
1177,Tue Apr 4 2023,7:00p,Milwaukee Bucks,,Washington Wizards,,,Capital One Arena,
1178,Tue Apr 4 2023,7:00p,Cleveland Cavaliers,,Orlando Magic,,,Amway Center,
1179,Tue Apr 4 2023,7:00p,Miami Heat,,Detroit Pistons,,,Little Caesars Arena,
1180,Tue Apr 4 2023,7:30p,Minnesota Timberwolves,,Brooklyn Nets,,,Barclays Center,
1181,Tue Apr 4 2023,8:00p,Denver Nuggets,,Houston Rockets,,,Toyota Center,
1182,Tue Apr 4 2023,8:00p,Portland Trail Blazers,,Memphis Grizzlies,,,FedEx Forum,
1183,Tue Apr 4 2023,8:00p,Sacramento Kings,,New Orleans Pelicans,,,Smoothie King Center,
1184,Tue Apr 4 2023,8:00p,Boston Celtics,,Philadelphia 76ers,,,Wells Fargo Center,
1185,Tue Apr 4 2023,8:00p,Atlanta Hawks,,Chicago Bulls,,,United Center,
1186,Tue Apr 4 2023,9:00p,Los Angeles Lakers,,Utah Jazz,,,Vivint Arena,
1187,Tue Apr 4 2023,10:00p,Oklahoma City Thunder,,Golden State Warriors,,,Chase Center,
1188,Tue Apr 4 2023,10:00p,San Antonio Spurs,,Phoenix Suns,,,Footprint Center,
1189,Wed Apr 5 2023,7:00p,Brooklyn Nets,,Detroit Pistons,,,Little Caesars Arena,
1190,Wed Apr 5 2023,7:00p,New York Knicks,,Indiana Pacers,,,Gainbridge Fieldhouse,
1191,Wed Apr 5 2023,7:30p,Washington Wizards,,Atlanta Hawks,,,State Farm Arena,
1192,Wed Apr 5 2023,7:30p,Toronto Raptors,,Boston Celtics,,,TD Garden,
1193,Wed Apr 5 2023,7:30p,Chicago Bulls,,Milwaukee Bucks,,,Fiserv Forum,
1194,Wed Apr 5 2023,8:00p,Memphis Grizzlies,,New Orleans Pelicans,,,Smoothie King Center,
1195,Wed Apr 5 2023,8:30p,Sacramento Kings,,Dallas Mavericks,,,American Airlines Center,
1196,Wed Apr 5 2023,10:00p,Los Angeles Lakers,,Los Angeles Clippers,,,Crypto.com Arena,
1197,Thu Apr 6 2023,7:00p,Cleveland Cavaliers,,Orlando Magic,,,Amway Center,
1198,Thu Apr 6 2023,7:30p,Miami Heat,,Philadelphia 76ers,,,Wells Fargo Center,
1199,Thu Apr 6 2023,8:00p,Portland Trail Blazers,,San Antonio Spurs,,,Moody Center,
1200,Thu Apr 6 2023,9:00p,Oklahoma City Thunder,,Utah Jazz,,,Vivint Arena,
1201,Thu Apr 6 2023,10:00p,Denver Nuggets,,Phoenix Suns,,,Footprint Center,
1202,Fri Apr 7 2023,7:00p,Houston Rockets,,Charlotte Hornets,,,Spectrum Center,
1203,Fri Apr 7 2023,7:00p,Miami Heat,,Washington Wizards,,,Capital One Arena,
1204,Fri Apr 7 2023,7:00p,Detroit Pistons,,Indiana Pacers,,,Gainbridge Fieldhouse,
1205,Fri Apr 7 2023,7:30p,Orlando Magic,,Brooklyn Nets,,,Barclays Center,
1206,Fri Apr 7 2023,7:30p,Toronto Raptors,,Boston Celtics,,,TD Garden,
1207,Fri Apr 7 2023,7:30p,Philadelphia 76ers,,Atlanta Hawks,,,State Farm Arena,
1208,Fri Apr 7 2023,8:00p,Memphis Grizzlies,,Milwaukee Bucks,,,Fiserv Forum,
1209,Fri Apr 7 2023,8:00p,New York Knicks,,New Orleans Pelicans,,,Smoothie King Center,
1210,Fri Apr 7 2023,8:30p,Chicago Bulls,,Dallas Mavericks,,,American Airlines Center,
1211,Fri Apr 7 2023,10:00p,Golden State Warriors,,Sacramento Kings,,,Golden 1 Center,
1212,Fri Apr 7 2023,10:30p,Phoenix Suns,,Los Angeles Lakers,,,Crypto.com Arena,
1213,Sat Apr 8 2023,3:30p,Denver Nuggets,,Utah Jazz,,,Vivint Arena,
1214,Sat Apr 8 2023,4:00p,Portland Trail Blazers,,Los Angeles Clippers,,,Crypto.com Arena,
1215,Sat Apr 8 2023,4:00p,Minnesota Timberwolves,,San Antonio Spurs,,,Moody Center,
1216,Sun Apr 9 2023,1:00p,Atlanta Hawks,,Boston Celtics,,,TD Garden,
1217,Sun Apr 9 2023,1:00p,Philadelphia 76ers,,Brooklyn Nets,,,Barclays Center,
1218,Sun Apr 9 2023,1:00p,Detroit Pistons,,Chicago Bulls,,,United Center,
1219,Sun Apr 9 2023,1:00p,Charlotte Hornets,,Cleveland Cavaliers,,,Rocket Mortgage Fieldhouse,
1220,Sun Apr 9 2023,1:00p,Orlando Magic,,Miami Heat,,,FTX Arena,
1221,Sun Apr 9 2023,1:00p,Indiana Pacers,,New York Knicks,,,Madison Square Garden (IV),
1222,Sun Apr 9 2023,1:00p,Milwaukee Bucks,,Toronto Raptors,,,Scotiabank Arena,
1223,Sun Apr 9 2023,1:00p,Houston Rockets,,Washington Wizards,,,Capital One Arena,
1224,Sun Apr 9 2023,3:30p,San Antonio Spurs,,Dallas Mavericks,,,American Airlines Center,
1225,Sun Apr 9 2023,3:30p,Sacramento Kings,,Denver Nuggets,,,Ball Arena,
1226,Sun Apr 9 2023,3:30p,Utah Jazz,,Los Angeles Lakers,,,Crypto.com Arena,
1227,Sun Apr 9 2023,3:30p,New Orleans Pelicans,,Minnesota Timberwolves,,,Target Center,
1228,Sun Apr 9 2023,3:30p,Memphis Grizzlies,,Oklahoma City Thunder,,,Paycom Center,
1229,Sun Apr 9 2023,3:30p,Los Angeles Clippers,,Phoenix Suns,,,Footprint Center,
1230,Sun Apr 9 2023,3:30p,Golden State Warriors,,Portland Trail Blazers,,,Moda Center,
